"job.type","LATITUDE","LONGITUDE","date"
"NB",40.625934,-74.076127,2022-07-21
"NB",40.734705,-73.9598,2022-07-21
"NB",40.734752,-73.959359,2022-07-21
"NB",40.734565,-73.960038,2022-07-21
"NB",40.71977,-73.782459,2022-07-21
"NB",40.817777,-73.921443,2022-07-21
"NB",40.705751,-73.812885,2022-07-21
"NB",40.595239,-73.782127,2022-07-21
"NB",40.753932,-73.832218,2022-07-21
"NB",40.666567,-73.733465,2022-07-21
"NB",40.666567,-73.733465,2022-07-21
"NB",40.771338,-73.813199,2022-07-21
"NB",40.600216,-73.744036,2022-07-21
"NB",40.719602,-73.842467,2022-07-21
"NB",40.719602,-73.842467,2022-07-21
"NB",40.719602,-73.842467,2022-07-21
"NB",40.756944,-73.821891,2022-07-21
"NB",40.761397,-73.833568,2022-07-21
"NB",40.750008,-73.86121,2022-07-21
"NB",40.811647,-73.962535,2022-07-21
"DM",40.680043,-73.877298,2022-07-21
"NB",40.746717,-73.941018,2022-07-21
"NB",40.500092,-74.238724,2022-07-21
"NB",40.696771,-73.937006,2020-01-22
"NB",40.747635,-74.006135,2022-07-21
"NB",40.849456,-73.913345,2022-07-21
"NB",40.815385,-73.941835,2022-07-21
"NB",40.815385,-73.941835,2022-07-21
"NB",40.815385,-73.941835,2022-07-21
"NB",40.637368,-73.953711,2022-07-21
"NB",40.637368,-73.953711,2022-07-21
"NB",40.637368,-73.953711,2022-07-21
"NB",40.637297,-73.953701,2022-07-21
"NB",40.637297,-73.953701,2022-07-21
"NB",40.637297,-73.953701,2022-07-21
"NB",40.817777,-73.921443,2022-09-26
"NB",40.753306,-73.934682,2022-07-21
"NB",40.761397,-73.833568,2022-07-21
"NB",40.756944,-73.821891,2022-07-21
"NB",40.759761,-73.989835,2020-01-15
"NB",40.759761,-73.989835,2020-02-05
"NB",40.759761,-73.989835,2020-06-04
"NB",40.726447,-73.795444,2020-10-20
"NB",40.726447,-73.795444,2020-10-20
"NB",40.726447,-73.795444,2020-10-26
"NB",40.759761,-73.989835,2020-12-21
"NB",40.759761,-73.989835,2021-01-08
"DM",40.772813,-73.845551,2020-12-23
"NB",40.759761,-73.989835,2021-01-13
"NB",40.759761,-73.989835,2021-02-24
"NB",40.759761,-73.989835,2021-04-16
"NB",40.759761,-73.989835,2021-04-28
"NB",40.759761,-73.989835,2021-06-01
"NB",40.692529,-73.80593,2021-11-29
"NB",40.639318,-73.949325,2022-01-27
"NB",40.703587,-73.799016,2022-07-21
"NB",40.630747,-74.153775,2022-07-22
"NB",40.772885,-73.979865,2022-07-22
"NB",40.714987,-73.947139,2022-07-22
"NB",40.712413,-73.78341,2022-07-22
"NB",40.712413,-73.78341,2022-07-22
"NB",40.712413,-73.78341,2022-07-22
"NB",40.713114,-73.909792,2022-07-22
"NB",40.713114,-73.909792,2022-07-22
"NB",40.713114,-73.909792,2022-07-22
"NB",40.72072,-73.731921,2022-07-22
"NB",40.72072,-73.731921,2022-07-22
"NB",40.72072,-73.731921,2022-07-22
"NB",40.659753,-73.902346,2022-07-22
"NB",40.630747,-74.153775,2022-07-22
"NB",40.724355,-73.903976,2022-07-22
"NB",40.724355,-73.903976,2022-07-22
"NB",40.852066,-73.890005,2022-07-22
"NB",40.595239,-73.782127,2022-07-22
"NB",40.644765,-73.960913,2022-07-22
"NB",40.740062,-73.85786,2022-07-22
"NB",40.595239,-73.782127,2022-04-14
"NB",40.717277,-73.987414,2022-07-22
"DM",40.851866,-73.882082,2022-07-22
"NB",40.642277,-73.998069,2022-07-23
"NB",40.670891,-73.88503,2022-07-23
"NB",40.670891,-73.88503,2022-07-23
"NB",40.663504,-73.889306,2022-07-25
"NB",40.674856,-73.806096,2022-07-25
"NB",40.643569,-73.989878,2022-07-25
"NB",40.668942,-73.813619,2022-07-25
"NB",40.691882,-73.927487,2022-07-25
"DM",40.602778,-73.95998,2022-07-25
"DM",40.598783,-73.96565,2022-07-25
"DM",40.643762,-73.975594,2022-07-25
"DM",40.643762,-73.975594,2022-07-25
"DM",40.677191,-73.965916,2022-07-25
"NB",40.688648,-73.914679,2022-07-25
"NB",40.619051,-74.022207,2022-07-25
"NB",40.587169,-73.987611,2022-07-25
"NB",40.695227,-73.804212,2022-07-25
"NB",40.735745,-73.704779,2022-07-25
"NB",40.735745,-73.704779,2022-07-25
"DM",40.70142,-73.984077,2022-07-25
"NB",40.830698,-73.912549,2022-07-25
"NB",40.763059,-73.791945,2022-07-25
"NB",40.763059,-73.791945,2022-07-25
"NB",40.775472,-73.932996,2022-07-25
"DM",40.748493,-73.816215,2022-07-25
"NB",40.764934,-73.926923,2022-07-25
"NB",40.674615,-73.908608,2022-07-25
"DM",40.748493,-73.816215,2022-07-25
"NB",40.667929,-73.797108,2022-07-25
"NB",40.674615,-73.908608,2022-07-25
"NB",40.740329,-73.89383,2022-07-25
"NB",40.812239,-73.954005,2022-07-25
"DM",40.688269,-73.817683,2022-08-01
"NB",40.744021,-73.870147,2022-08-12
"NB",40.596842,-73.798937,2022-07-26
"NB",40.676836,-73.964871,2022-07-26
"NB",40.653873,-73.954424,2022-07-26
"NB",40.653873,-73.954424,2022-07-26
"NB",40.653873,-73.954424,2022-07-26
"DM",40.720927,-73.806081,2022-08-12
"NB",40.638761,-74.004324,2022-07-26
"NB",40.764786,-73.92309,2022-07-26
"NB",40.777646,-73.951224,2022-07-26
"NB",40.690615,-73.798673,2022-07-26
"NB",40.758668,-73.829044,2022-07-26
"NB",40.687733,-73.91675,2022-07-26
"NB",40.891034,-73.914947,2022-08-12
"NB",40.747075,-73.939149,2022-07-26
"NB",40.638761,-74.004324,2022-07-26
"NB",40.630493,-73.971654,2022-07-26
"NB",40.833078,-73.928518,2022-07-26
"NB",40.833078,-73.928518,2022-07-26
"NB",40.63732,-73.957523,2022-07-26
"NB",40.760532,-73.862401,2022-07-19
"DM",40.841817,-73.920294,2022-08-12
"NB",40.605925,-74.001671,2022-07-27
"NB",40.693595,-73.972994,2022-07-27
"NB",40.693595,-73.972994,2022-07-27
"DM",40.718846,-73.953402,2022-07-27
"NB",40.689011,-73.981228,2022-07-27
"NB",40.721468,-73.942859,2022-07-27
"NB",40.627318,-73.996008,2022-07-27
"NB",40.765777,-73.93267,2022-07-27
"NB",40.765777,-73.93267,2022-07-27
"NB",40.765777,-73.93267,2022-07-27
"NB",40.765777,-73.93267,2022-07-27
"NB",40.610468,-74.059596,2022-07-27
"NB",40.702063,-73.986703,2022-07-27
"NB",40.668488,-73.83616,2022-10-14
"NB",40.597392,-73.801294,2022-08-01
"DM",40.74803,-73.744789,2022-07-27
"NB",40.674017,-73.816856,2022-07-27
"NB",40.674017,-73.816856,2022-07-27
"NB",40.674017,-73.816856,2022-07-27
"DM",40.691644,-73.807007,2020-12-30
"DM",40.695095,-73.805792,2022-07-27
"DM",40.695095,-73.805792,2022-07-27
"NB",40.768059,-73.810529,2022-07-27
"NB",40.768059,-73.810529,2022-07-27
"NB",40.768059,-73.810529,2022-07-27
"NB",40.769916,-73.919441,2022-08-12
"NB",40.751691,-73.881833,2022-07-27
"NB",40.618284,-73.990383,2022-07-27
"NB",40.618284,-73.990383,2022-07-27
"NB",40.712966,-73.938671,2022-07-27
"NB",40.712966,-73.938671,2022-07-27
"NB",40.664643,-73.985636,2022-07-27
"NB",40.664643,-73.985636,2022-07-27
"NB",40.609981,-74.062282,2022-07-27
"NB",40.609413,-74.084104,2022-07-27
"NB",40.60938,-74.084042,2022-07-27
"NB",40.578635,-73.94846,2023-05-12
"NB",40.738322,-73.993162,2022-07-27
"NB",40.738322,-73.993162,2022-07-27
"NB",40.738322,-73.993162,2022-07-27
"NB",40.664643,-73.985636,2022-07-27
"NB",40.664643,-73.985636,2022-07-27
"NB",40.769916,-73.919441,2022-08-12
"NB",40.717584,-73.942361,2022-07-27
"DM",40.852598,-73.902146,2022-07-27
"DM",40.852648,-73.902106,2022-07-27
"NB",40.670891,-73.88503,2022-07-27
"NB",40.618348,-73.993502,2022-07-27
"NB",40.672714,-73.824077,2022-07-27
"NB",40.746717,-73.941018,2020-08-29
"NB",40.746717,-73.941018,2020-10-31
"NB",40.746717,-73.941018,2020-11-09
"NB",40.663786,-73.915042,2021-01-21
"NB",40.663786,-73.915042,2021-01-21
"NB",40.663786,-73.915042,2021-01-21
"NB",40.746717,-73.941018,2021-03-25
"NB",40.746717,-73.941018,2021-05-04
"NB",40.746717,-73.941018,2021-09-10
"NB",40.663786,-73.915042,2021-10-08
"NB",40.746717,-73.941018,2021-11-07
"NB",40.746717,-73.941018,2022-01-28
"NB",40.746717,-73.941018,2022-05-12
"NB",40.648886,-73.950392,2022-07-27
"NB",40.663523,-73.889263,2022-07-27
"NB",40.640426,-73.947494,2022-07-27
"NB",40.748674,-73.888977,2022-07-28
"NB",40.781068,-73.811474,2022-08-03
"NB",40.757799,-73.824592,2022-07-28
"DM",40.730097,-73.781595,2022-07-28
"NB",40.727367,-73.861906,2022-07-28
"NB",40.676641,-73.89019,2022-07-28
"NB",40.809462,-73.949463,2022-07-28
"NB",40.746635,-73.988491,2022-07-28
"NB",40.65028,-74.008627,2022-07-28
"NB",40.65028,-74.008627,2022-07-28
"NB",40.700053,-73.828618,2022-07-28
"DM",40.842344,-73.866832,2022-07-28
"NB",40.721502,-73.81854,2022-07-28
"NB",40.717027,-73.983522,2022-07-28
"NB",40.805197,-73.954816,2022-07-28
"NB",40.805197,-73.954816,2022-07-28
"NB",40.618773,-74.000274,2022-07-28
"NB",40.873657,-73.885352,2022-07-28
"NB",40.873657,-73.885352,2022-07-28
"NB",40.618773,-74.000274,2022-07-28
"NB",40.773775,-73.915411,2022-07-28
"NB",40.773775,-73.915411,2022-07-28
"NB",40.773775,-73.915411,2022-07-28
"NB",40.63583,-74.134885,2022-07-28
"NB",40.591375,-74.191216,2022-07-28
"NB",40.771997,-73.933136,2022-07-28
"NB",40.745537,-73.987383,2022-07-28
"NB",40.719132,-73.946862,2021-06-03
"NB",40.719132,-73.946862,2021-06-03
"NB",40.719132,-73.946862,2021-06-03
"NB",40.659633,-73.946668,2021-11-17
"NB",40.719132,-73.946862,2021-12-01
"NB",40.719132,-73.946862,2021-12-07
"NB",40.719132,-73.946862,2021-12-07
"NB",40.719132,-73.946862,2022-06-03
"NB",40.718196,-73.953839,2022-07-28
"NB",40.768059,-73.810529,2022-07-28
"NB",40.745496,-73.985366,2022-07-29
"NB",40.749937,-73.868684,2022-08-03
"NB",40.744457,-73.903351,2022-08-12
"NB",40.702032,-73.946078,2022-08-12
"NB",40.702032,-73.946078,2022-08-12
"NB",40.65357,-73.978931,2022-08-30
"NB",40.674384,-73.880878,2022-07-29
"NB",40.702032,-73.946078,2022-08-12
"NB",40.684298,-73.980104,2022-07-29
"NB",40.692993,-73.921651,2022-07-29
"NB",40.692993,-73.921651,2022-07-29
"DM",40.842284,-73.866934,2022-07-29
"NB",40.692993,-73.921651,2022-07-29
"NB",40.692993,-73.921651,2022-07-29
"NB",40.639867,-74.004994,2022-07-29
"NB",40.740313,-73.922126,2022-07-29
"NB",40.639867,-74.004994,2022-07-29
"NB",40.639867,-74.004994,2022-07-29
"NB",40.822911,-73.857365,2022-07-29
"NB",40.639867,-74.004994,2022-07-29
"NB",40.838032,-73.818306,2022-07-29
"NB",40.822911,-73.857365,2022-07-29
"NB",40.691703,-73.935424,2022-07-29
"NB",40.822911,-73.857365,2022-07-29
"NB",40.691703,-73.935424,2022-07-29
"NB",40.750801,-73.936972,2022-07-29
"NB",40.74535,-73.981237,2022-08-04
"NB",40.681686,-73.962564,2022-07-29
"NB",40.694001,-73.94814,2022-07-29
"NB",40.749355,-73.748393,2022-07-29
"NB",40.748365,-73.944557,2024-09-18
"NB",40.700871,-73.946844,2022-07-29
"NB",40.644227,-73.898527,2022-07-29
"NB",40.64253,-73.945788,2022-07-29
"NB",40.64253,-73.945788,2022-07-29
"NB",40.740313,-73.922126,2022-07-29
"NB",40.873123,-73.887211,2022-07-29
"NB",40.563513,-73.914766,2024-09-18
"NB",40.873123,-73.887211,2022-07-29
"NB",40.858508,-73.929532,2022-07-29
"NB",40.858508,-73.929532,2022-07-29
"NB",40.749355,-73.748393,2022-07-29
"NB",40.674845,-73.927177,2022-08-04
"DM",40.876294,-73.899952,2022-07-29
"DM",40.827298,-73.860178,2022-07-29
"NB",40.871024,-73.869349,2022-07-29
"NB",40.871024,-73.869349,2022-07-29
"NB",40.871024,-73.869349,2022-07-29
"DM",40.696026,-73.796413,2022-07-29
"NB",40.855193,-73.907279,2022-07-29
"NB",40.81428,-73.82599,2022-07-29
"NB",40.631034,-74.008243,2022-07-29
"NB",40.631511,-74.007901,2022-07-29
"NB",40.631503,-74.007912,2022-07-29
"NB",40.631498,-74.007922,2022-07-29
"NB",40.631489,-74.007933,2022-07-29
"NB",40.885302,-73.865231,2022-07-29
"NB",40.874054,-73.867083,2022-07-29
"NB",40.835303,-73.85697,2022-07-29
"NB",40.867886,-73.866481,2022-07-29
"NB",40.867886,-73.866416,2022-07-29
"NB",40.851531,-73.890302,2022-07-29
"NB",40.861955,-73.869429,2022-07-29
"NB",40.862058,-73.87052,2022-07-29
"NB",40.598598,-73.792461,2024-09-18
"NB",40.594098,-74.093288,2022-07-29
"NB",40.824901,-73.936704,2022-07-29
"NB",40.591408,-74.191155,2022-07-29
"NB",40.591443,-74.191098,2022-07-29
"NB",40.591391,-74.191184,2022-07-29
"NB",40.886159,-73.863066,2022-07-29
"NB",40.774913,-73.774076,2022-08-12
"NB",40.674845,-73.927177,2022-07-29
"NB",40.72541,-73.901799,2022-08-12
"NB",40.755389,-73.929608,2022-07-31
"NB",40.72825,-73.811173,2022-07-31
"NB",40.827539,-73.889973,2022-08-01
"NB",40.87265,-73.888477,2022-08-01
"NB",40.527206,-74.216116,2022-08-01
"NB",40.527442,-74.216228,2022-08-01
"DM",40.722757,-73.823007,2022-08-01
"NB",40.758474,-73.77124,2022-08-01
"DM",40.722755,-73.823007,2022-08-01
"NB",40.75851,-73.771258,2022-08-01
"DM",40.751039,-73.877925,2022-08-01
"DM",40.605793,-73.819125,2022-08-01
"NB",40.758405,-73.770782,2022-08-01
"NB",40.766353,-73.832562,2022-08-01
"NB",40.766353,-73.832562,2022-08-01
"NB",40.766353,-73.832562,2022-08-01
"DM",40.753836,-73.935075,2022-08-01
"NB",40.752063,-73.935802,2022-08-01
"NB",40.82006,-73.86455,2022-08-01
"NB",40.830338,-73.904712,2022-08-01
"NB",40.767224,-73.929657,2022-08-01
"NB",40.597392,-73.801294,2022-08-01
"NB",40.597392,-73.801294,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.597392,-73.801298,2022-08-01
"NB",40.686727,-73.805986,2022-08-01
"NB",40.686727,-73.805986,2022-08-01
"NB",40.686727,-73.805986,2022-08-01
"NB",40.686727,-73.805986,2022-08-01
"NB",40.686727,-73.805986,2022-08-01
"NB",40.686727,-73.805986,2022-08-01
"NB",40.686419,-73.805864,2022-08-01
"NB",40.686419,-73.805864,2022-08-01
"NB",40.68673,-73.805982,2022-08-01
"NB",40.68673,-73.805982,2022-08-01
"NB",40.68673,-73.805982,2022-08-01
"NB",40.644227,-73.898527,2022-08-01
"NB",40.577493,-73.986007,2022-08-01
"NB",40.77321,-73.773681,2022-08-01
"NB",40.542596,-74.220613,2022-08-01
"NB",40.77321,-73.773681,2022-08-01
"NB",40.542593,-74.220688,2022-08-01
"NB",40.770634,-73.750093,2022-08-01
"NB",40.702585,-73.992116,2022-08-01
"NB",40.718048,-73.914904,2022-08-01
"NB",40.718048,-73.914904,2022-08-01
"DM",40.545263,-74.14119,2022-08-01
"DM",40.545263,-74.14119,2022-08-01
"NB",40.844613,-73.918447,2022-08-01
"DM",40.565091,-74.108303,2022-08-01
"DM",40.851373,-73.883359,2022-08-01
"NB",40.84444,-73.918473,2022-08-01
"NB",40.691761,-73.922099,2022-08-01
"NB",40.619318,-73.981229,2022-08-01
"NB",40.762601,-73.72554,2022-08-01
"NB",40.6078,-73.819004,2022-08-01
"DM",40.761251,-73.991398,2022-08-01
"DM",40.761251,-73.991398,2022-08-01
"NB",40.66408,-73.960992,2022-08-04
"NB",40.756779,-73.830695,2022-08-02
"NB",40.756043,-73.832307,2022-08-02
"DM",40.766426,-73.771133,2022-08-02
"DM",40.766426,-73.771133,2022-08-02
"NB",40.622699,-73.910624,2024-09-18
"NB",40.608298,-74.01155,2022-08-02
"NB",40.608268,-74.011582,2022-08-02
"DM",40.849804,-73.908732,2022-08-02
"NB",40.638499,-73.908671,2022-08-02
"NB",40.64253,-73.945788,2022-08-02
"NB",40.696826,-73.801874,2021-01-04
"NB",40.613937,-73.96413,2022-08-02
"NB",40.614088,-73.964158,2022-08-02
"NB",40.638286,-74.005044,2022-08-18
"NB",40.678189,-73.923208,2022-08-02
"NB",40.63856,-73.993428,2022-08-02
"NB",40.698858,-73.944087,2022-08-02
"DM",40.748038,-73.938726,2022-08-02
"DM",40.748038,-73.938726,2022-08-02
"NB",40.763691,-73.924004,2022-08-12
"NB",40.80739,-73.94246,2022-08-12
"NB",40.847552,-73.931315,2022-09-08
"NB",40.592944,-73.927943,2022-08-03
"NB",40.63522,-73.950214,2022-08-03
"NB",40.767224,-73.929657,2022-08-03
"NB",40.592779,-74.092289,2022-08-03
"DM",40.660516,-73.944011,2022-08-03
"DM",40.716105,-73.963393,2022-08-03
"DM",40.756825,-73.730588,2022-08-03
"NB",40.683608,-73.75132,2022-08-03
"NB",40.724093,-73.990926,2022-08-03
"DM",40.541698,-74.155718,2022-08-03
"NB",40.865947,-73.926075,2022-08-03
"NB",40.676276,-73.813267,2022-08-03
"DM",40.756825,-73.730588,2022-08-03
"NB",40.824901,-73.936704,2022-08-03
"NB",40.824901,-73.936704,2022-08-03
"NB",40.742845,-73.890831,2022-08-03
"NB",40.74287,-73.890835,2022-08-03
"NB",40.695458,-73.935478,2022-08-03
"NB",40.508965,-74.244484,2023-05-11
"NB",40.622699,-73.910624,2024-09-18
"NB",40.681471,-73.778939,2022-08-03
"DM",40.578188,-73.961654,2023-11-06
"DM",40.603625,-73.975029,2022-09-12
"NB",40.714603,-73.770175,2021-01-05
"DM",40.674973,-73.929452,2022-08-03
"DM",40.598513,-73.991365,2022-08-03
"DM",40.598456,-73.991426,2022-08-03
"NB",40.618642,-73.978582,2022-08-03
"NB",40.688286,-73.817715,2022-08-03
"DM",40.841782,-73.920319,2022-08-03
"DM",40.626629,-73.999442,2022-08-03
"DM",40.626629,-73.999442,2022-08-03
"NB",40.613292,-74.035614,2022-08-03
"DM",40.62739,-74.143561,2022-08-03
"NB",40.754441,-73.973287,2022-08-03
"NB",40.882493,-73.859432,2022-08-03
"NB",40.882518,-73.859512,2022-08-03
"DM",40.852546,-73.902186,2022-08-03
"NB",40.625803,-74.128063,2022-08-03
"NB",40.578635,-73.94846,2022-08-03
"NB",40.67588,-73.931452,2022-08-03
"NB",40.876998,-73.836352,2022-08-03
"NB",40.716205,-73.951961,2020-12-30
"NB",40.701513,-73.947384,2023-05-11
"NB",40.78298,-73.847701,2021-11-24
"NB",40.622699,-73.910624,2024-09-18
"NB",40.674017,-73.816856,2022-08-03
"DM",40.638396,-74.133045,2022-08-03
"NB",40.639348,-73.949329,2022-01-27
"DM",40.69102,-73.930657,2022-08-12
"DM",40.720927,-73.806081,2022-08-12
"NB",40.701513,-73.947384,2023-05-11
"NB",40.653529,-73.946961,2022-08-04
"NB",40.68827,-73.982252,2022-08-04
"NB",40.65131,-73.956909,2022-08-04
"NB",40.83587,-73.825774,2022-08-04
"DM",40.542192,-74.189953,2022-08-04
"DM",40.542192,-74.189953,2022-08-04
"NB",40.701513,-73.947384,2023-05-11
"NB",40.808694,-73.949796,2022-08-04
"NB",40.746893,-73.989888,2022-08-04
"NB",40.769916,-73.919441,2022-08-12
"NB",40.597392,-73.801294,2022-08-04
"NB",40.597392,-73.801294,2022-08-04
"NB",40.597392,-73.801294,2022-08-04
"NB",40.83483,-73.921831,2022-08-04
"NB",40.698245,-73.923686,2022-08-04
"NB",40.723627,-73.979591,2022-08-04
"NB",40.777646,-73.951224,2022-08-04
"NB",40.842876,-73.908344,2022-08-04
"NB",40.677267,-74.0103,2022-08-04
"NB",40.57344,-74.000396,2022-08-04
"NB",40.668277,-73.954267,2022-08-04
"NB",40.651469,-74.010639,2022-08-04
"NB",40.717027,-73.983522,2022-08-04
"NB",40.65146,-74.010646,2022-08-04
"NB",40.713912,-73.943114,2022-08-04
"NB",40.6845,-73.831737,2022-08-04
"NB",40.684495,-73.831748,2022-08-04
"NB",40.713912,-73.943114,2022-08-04
"NB",40.581356,-73.95672,2022-08-04
"NB",40.767557,-73.831834,2022-08-04
"NB",40.756043,-73.832307,2022-08-04
"NB",40.756043,-73.832307,2022-08-04
"NB",40.754678,-73.934605,2022-08-04
"NB",40.664241,-73.748999,2022-08-04
"NB",40.664266,-73.748984,2022-08-04
"NB",40.693423,-73.920558,2022-08-04
"NB",40.693459,-73.920525,2022-08-04
"NB",40.755171,-73.816326,2021-01-06
"NB",40.755171,-73.816326,2021-01-06
"NB",40.755171,-73.816326,2021-01-06
"NB",40.755171,-73.816326,2021-06-16
"NB",40.714068,-73.954942,2021-11-08
"NB",40.714068,-73.954942,2021-11-08
"NB",40.714068,-73.954942,2022-03-07
"NB",40.766184,-73.820635,2020-12-31
"DM",40.612967,-73.942458,2022-08-12
"NB",40.755061,-73.861401,2022-08-05
"NB",40.639791,-74.077476,2022-08-05
"NB",40.843169,-73.88831,2022-08-05
"NB",40.82624,-73.897946,2022-08-05
"NB",40.662111,-73.909767,2022-08-05
"NB",40.662111,-73.909767,2022-08-05
"NB",40.703286,-73.917603,2022-08-05
"NB",40.686474,-73.929782,2022-08-05
"NB",40.701149,-73.937651,2022-09-26
"NB",40.662111,-73.909767,2022-08-05
"NB",40.756503,-73.955621,2022-08-05
"NB",40.676444,-73.87216,2022-08-05
"NB",40.676444,-73.87216,2022-08-05
"NB",40.676444,-73.87216,2022-08-05
"NB",40.811268,-73.901513,2022-08-05
"NB",40.811268,-73.901513,2022-08-05
"NB",40.667155,-73.887033,2022-08-05
"NB",40.686419,-73.805864,2022-08-05
"DM",40.526004,-74.174206,2022-08-05
"NB",40.693385,-73.920594,2022-08-05
"NB",40.711208,-73.878806,2022-08-05
"DM",40.526004,-74.174206,2022-09-08
"NB",40.75204,-74.002862,2022-08-05
"NB",40.575693,-73.990018,2022-08-05
"NB",40.684506,-73.831722,2022-08-05
"NB",40.684495,-73.831748,2022-08-05
"NB",40.6845,-73.831737,2022-08-05
"NB",40.527375,-74.201494,2022-08-05
"NB",40.527332,-74.201469,2022-08-05
"NB",40.527288,-74.201447,2022-08-05
"NB",40.787524,-73.844679,2022-01-24
"NB",40.696419,-73.946494,2022-08-05
"DM",40.689285,-73.979418,2022-08-05
"NB",40.718362,-73.945004,2022-08-05
"NB",40.718362,-73.945004,2022-08-05
"NB",40.676037,-73.905494,2022-08-09
"NB",40.556765,-73.916085,2022-08-15
"DM",40.733561,-73.894682,2022-09-26
"NB",40.755573,-73.724908,2022-08-15
"NB",40.765344,-73.770823,2022-08-15
"NB",40.765565,-73.770505,2022-08-15
"NB",40.690826,-73.916428,2022-08-15
"NB",40.690763,-73.916309,2022-08-15
"NB",40.858508,-73.929532,2022-08-15
"NB",40.858508,-73.929532,2022-08-15
"DM",40.876381,-73.912872,2022-08-15
"NB",40.626636,-73.97042,2022-08-15
"NB",40.626872,-73.970967,2022-08-15
"NB",40.84684,-73.9249,2022-08-15
"NB",40.863829,-73.848159,2022-08-15
"NB",40.863829,-73.848159,2022-08-15
"DM",40.625789,-73.993508,2022-08-15
"DM",40.625717,-73.99339,2022-08-15
"DM",40.669947,-74.001889,2022-08-15
"DM",40.669947,-74.001889,2022-08-15
"DM",40.669939,-74.004146,2022-08-15
"DM",40.669939,-74.004146,2022-08-15
"DM",40.669947,-74.001889,2022-08-15
"DM",40.669947,-74.001889,2022-08-15
"DM",40.669648,-73.916877,2022-08-15
"DM",40.681488,-73.985791,2022-08-15
"DM",40.681488,-73.985791,2022-08-15
"NB",40.738191,-73.812324,2020-07-13
"NB",40.738191,-73.812324,2020-12-15
"NB",40.738191,-73.812324,2021-02-24
"NB",40.738191,-73.812324,2021-11-16
"NB",40.742213,-73.953289,2022-08-15
"NB",40.656809,-73.897769,2022-08-15
"NB",40.656809,-73.897769,2022-08-15
"NB",40.717584,-73.942361,2022-08-23
"DM",40.682244,-73.979766,2022-08-26
"NB",40.691582,-73.957435,2022-08-16
"NB",40.638398,-74.003718,2022-08-16
"NB",40.595751,-73.968388,2022-08-16
"NB",40.691582,-73.957435,2022-08-16
"NB",40.674354,-73.962132,2021-01-04
"NB",40.755347,-73.998603,2022-08-16
"NB",40.686811,-73.917364,2022-08-16
"NB",40.686811,-73.917364,2022-08-16
"NB",40.74756,-74.005919,2022-08-16
"NB",40.688243,-73.909224,2022-08-16
"NB",40.688243,-73.909224,2022-08-16
"NB",40.754074,-73.999513,2022-08-16
"NB",40.88095,-73.834382,2021-01-06
"NB",40.683596,-73.848328,2022-08-16
"NB",40.682745,-73.972281,2022-08-16
"NB",40.874867,-73.888694,2022-08-16
"NB",40.724166,-73.953027,2024-09-18
"NB",40.644516,-73.986314,2022-08-16
"NB",40.744242,-73.912218,2022-08-16
"NB",40.659939,-73.991314,2022-08-16
"NB",40.82699,-73.898566,2022-08-16
"NB",40.796727,-73.816598,2022-08-16
"NB",40.796787,-73.816443,2022-08-16
"NB",40.833728,-73.868732,2022-08-16
"NB",40.873923,-73.888103,2022-08-16
"NB",40.79668,-73.816667,2022-08-16
"NB",40.873832,-73.888121,2022-08-16
"NB",40.6458,-74.01329,2022-08-16
"NB",40.703587,-73.799016,2022-08-16
"DM",40.758231,-73.816181,2022-08-16
"DM",40.758231,-73.816181,2022-08-16
"DM",40.754066,-73.977986,2022-08-16
"NB",40.606353,-73.820445,2022-08-16
"NB",40.606353,-73.820445,2022-08-16
"DM",40.713693,-73.998092,2022-08-16
"DM",40.713693,-73.998092,2022-08-16
"NB",40.718156,-73.789708,2022-08-16
"NB",40.659013,-73.758523,2022-08-16
"NB",40.738433,-73.854854,2022-08-16
"NB",40.887037,-73.863231,2022-08-16
"NB",40.687728,-73.909733,2022-08-16
"NB",40.887037,-73.863231,2022-08-16
"NB",40.887037,-73.863231,2022-08-16
"NB",40.697476,-73.936111,2022-08-16
"NB",40.682403,-73.966689,2022-08-16
"NB",40.77211,-73.929937,2022-08-16
"NB",40.687728,-73.909733,2022-08-16
"NB",40.687728,-73.909733,2022-08-16
"NB",40.676766,-73.894155,2021-05-18
"NB",40.749157,-73.941879,2020-04-09
"NB",40.749157,-73.941879,2020-04-09
"NB",40.749157,-73.941879,2020-07-08
"NB",40.749157,-73.941879,2020-07-10
"NB",40.827879,-73.889965,2020-08-12
"NB",40.827879,-73.889965,2020-08-12
"NB",40.827879,-73.889965,2020-08-12
"NB",40.706063,-73.929242,2020-09-03
"NB",40.706063,-73.929242,2020-09-21
"NB",40.827879,-73.889965,2020-09-24
"NB",40.827879,-73.889965,2020-09-24
"NB",40.827879,-73.889965,2020-09-24
"NB",40.676766,-73.894155,2020-12-24
"NB",40.706063,-73.929242,2021-02-22
"NB",40.827879,-73.889965,2021-02-25
"NB",40.749157,-73.941879,2021-04-19
"NB",40.827879,-73.889965,2021-07-08
"NB",40.749157,-73.941879,2021-07-14
"NB",40.749157,-73.941879,2021-07-15
